OrderDate;Product Name;Category Name;Order;Order Price;Product Price;Gap Price;Gross Product Sales;Nett Product Sales
1996-11-18 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;230,4;230,40000000000001
1996-11-19 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;217,6;216
1996-11-19 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;398,4;398,39999999999998
1996-11-19 00:00:00;Ikura;Seafood;1;24,8;31;6,2;744;738
1996-11-20 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;36;35,5
1996-11-20 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;304;303
1996-11-20 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;112;111,5
1996-11-21 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;2176;2172
1996-11-21 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;700;696,5
1996-11-21 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;778,4;775,60000000000002
1996-11-22 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;1496;1490,5
1996-11-22 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;777,6;772,20000000000005
1996-11-22 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;2108;2108
1996-11-22 00:00:00;Maxilaku;Confections;1;16;20;4;560;560
1996-11-22 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;1092;1092
1996-11-22 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;3465;3465
1996-11-22 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;165,2;165,19999999999999
1996-11-25 00:00:00;Manjimup Dried Apples;Produce;1;42,4;53;10,6;848;848
1996-11-25 00:00:00;NuNuCa Nuß-Nougat-Creme;Confections;1;11,2;14;2,8;560;560
1996-11-25 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;141,6;141,59999999999999
1996-11-26 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;86;86
1996-11-26 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;200;200
1996-11-26 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;864;864
1996-11-26 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;172,8;172,80000000000001
1996-11-26 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;74,4;74,400000000000006
1996-11-27 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;403,2;403,19999999999999
1996-11-28 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;2;33,6;42,1;8,5;336;336
1996-11-28 00:00:00;Original Frankfurter grüne Soße;Condiments;2;20,8;26;5,2;124,8;124,8
1996-11-28 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;403,2;403,19999999999999
1996-11-28 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;106,2;106,2
1996-11-29 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;390;390
1996-11-29 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;473,2;471,89999999999998
1996-11-29 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;40;39,5
1996-11-29 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;931;927,5
1996-12-02 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;547,2;542,70000000000005
1996-12-02 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;1980;1980
1996-12-03 00:00:00;Chai;Beverages;1;14,4;18;3,6;216;213,75
1996-12-03 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;91,2;90
1996-12-03 00:00:00;Longlife Tofu;Produce;1;8;10;2;160;157
1996-12-03 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;798;798
1996-12-04 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;1904;1886,5
1996-12-04 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;8432;8422
1996-12-04 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;1167,6;1157,0999999999999
1996-12-04 00:00:00;Sir Rodney's Marmalade;Confections;1;64,8;81;16,2;777,6;774,60000000000002
1996-12-05 00:00:00;Escargots de Bourgogne;Seafood;2;21,2;26,5;5,3;1007;991
1996-12-05 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;860;850
1996-12-05 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;300;300
1996-12-06 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;279;279
1996-12-06 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;59;59
1996-12-09 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;288;285
1996-12-09 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;420;417,89999999999998
1996-12-09 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;728;725
1996-12-10 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;103,2;103,2
1996-12-11 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;61,6;60,799999999999997
1996-12-11 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;336;334
1996-12-11 00:00:00;Vegie-spread;Condiments;1;35,1;43,9;8,8;561,6;560
1996-12-12 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;163,2;162,59999999999999
1996-12-12 00:00:00;Longlife Tofu;Produce;1;8;10;2;112;112
1996-12-12 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;372,6;370,80000000000001
1996-12-12 00:00:00;Outback Lager;Beverages;1;12;15;3;360;360
1996-12-12 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;524;522
1996-12-13 00:00:00;Carnarvon Tigers;Seafood;1;50;62,5;12,5;450;450
1996-12-13 00:00:00;Chef Anton's Gumbo Mix;Condiments;1;17;21,35;4,35;544;544
1996-12-13 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;120;120
1996-12-13 00:00:00;Longlife Tofu;Produce;1;8;10;2;400;400
1996-12-13 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;1386;1386
1996-12-16 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;408;408
1996-12-16 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;608;608
1996-12-16 00:00:00;Konbu;Seafood;1;4,8;6;1,2;96;96
1996-12-16 00:00:00;Sir Rodney's Marmalade;Confections;1;64,8;81;16,2;1814,4;1814,4000000000001
1996-12-16 00:00:00;Valkoinen suklaa;Confections;1;13;16,25;3,25;195;195
1996-12-17 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;544;540
1996-12-17 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;80;78,400000000000006
1996-12-17 00:00:00;Uncle Bob's Organic Dried Pears;Produce;1;24;30;6;240;238
1996-12-18 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;258;258
1996-12-18 00:00:00;Guaraná Fantástica;Beverages;2;7,2;9;1,8;108;108
1996-12-18 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;528;528
1996-12-18 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;218,4;218,40000000000001
1996-12-18 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;112;112
1996-12-19 00:00:00;Filo Mix;Grains/Cereals;1;5,6;7;1,4;112;108
1996-12-19 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;1048;1048
1996-12-19 00:00:00;Rogede sild;Seafood;1;7,6;9,5;1,9;114;111
1996-12-20 00:00:00;Ikura;Seafood;1;24,8;31;6,2;396,8;396,80000000000001
1996-12-20 00:00:00;Outback Lager;Beverages;1;12;15;3;360;360
1996-12-20 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;288;288
1996-12-20 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;788;788
1996-12-23 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;600;594
1996-12-23 00:00:00;Konbu;Seafood;1;4,8;6;1,2;86,4;86,400000000000006
1996-12-23 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;667,2;664,79999999999995
1996-12-23 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;432;432
1996-12-23 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;576;572
1996-12-24 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;1440;1440
1996-12-25 00:00:00;Chang;Beverages;1;15,2;19;3,8;380;373,75
1996-12-25 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;320;320
1996-12-25 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;1743;1725,5
1996-12-25 00:00:00;Konbu;Seafood;1;4,8;6;1,2;48;48
1996-12-25 00:00:00;NuNuCa Nuß-Nougat-Creme;Confections;1;11,2;14;2,8;78,4;76,650000000000006
1996-12-25 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;394;394
1996-12-25 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;781,2;770,70000000000005
1996-12-26 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;230,4;230,40000000000001
1996-12-26 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;1834;1827
1996-12-26 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;268,8;266
1996-12-27 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;1032;1032
1996-12-27 00:00:00;Manjimup Dried Apples;Produce;1;42,4;53;10,6;763,2;760,5
1996-12-27 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;583,8;583,79999999999995
1996-12-27 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;80;78,5
1996-12-27 00:00:00;Tunnbröd;Grains/Cereals;1;7,2;9;1,8;288;288
1996-12-30 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;2304;2292
1996-12-30 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;432;432
1996-12-31 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;516;516
1996-12-31 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;504;504
1996-12-31 00:00:00;Original Frankfurter grüne Soße;Condiments;1;10,4;13;2,6;145,6;145,59999999999999
1996-12-31 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;600;600
1997-01-01 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;1032;1032
1997-01-01 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;2128;2128
1997-01-01 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;336;336
1997-01-01 00:00:00;Maxilaku;Confections;1;16;20;4;480;480
1997-01-01 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;372,6;372,60000000000002
1997-01-01 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;504;504
1997-01-01 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;2079;2079
1997-01-02 00:00:00;Tunnbröd;Grains/Cereals;1;7,2;9;1,8;432;432
1997-01-02 00:00:00;Vegie-spread;Condiments;1;35,1;43,9;8,8;2281,5;2281,5
1997-01-03 00:00:00;Chocolade;Confections;1;10,2;12,75;2,55;714;703,5
1997-01-03 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;747;745,5
1997-01-03 00:00:00;Maxilaku;Confections;1;16;20;4;480;478,5
1997-01-03 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;291,9;288,75
1997-01-03 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;448;446
1997-01-06 00:00:00;Aniseed Syrup;Condiments;1;8;10;2;400;400
1997-01-07 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;29,4;29,199999999999999
1997-01-07 00:00:00;Chai;Beverages;1;14,4;18;3,6;144;144
1997-01-07 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;258;258
1997-01-07 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;432;432
1997-01-07 00:00:00;Inlagd Sill;Seafood;1;15,2;19;3,8;76;75,5
1997-01-07 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;504;504
1997-01-07 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;1528,8;1524,5999999999999
1997-01-07 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;240;237
1997-01-08 00:00:00;Gravad lax;Seafood;1;20,8;26;5,2;208;208
1997-01-08 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;1379;1379
1997-01-08 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;35,4;35,399999999999999
1997-01-09 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;96;96
1997-01-09 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;223,2;223,19999999999999
1997-01-10 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;98;98
1997-01-10 00:00:00;Gula Malacca;Condiments;1;15,5;19,45;3,95;620;612
1997-01-10 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;192,5;187,5
1997-01-10 00:00:00;Raclette Courdavault;Dairy Products;2;88;110;22;1100;1098,2
1997-01-13 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;372;370
1997-01-14 00:00:00;Chai;Beverages;1;14,4;18;3,6;345,6;345,60000000000002
1997-01-14 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;100;100
1997-01-14 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;201,6;201,59999999999999
1997-01-14 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;1576;1576
1997-01-14 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;131,4;130,5
1997-01-15 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;62,4;62,399999999999999
1997-01-15 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;40;40
1997-01-16 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;10540;10540
1997-01-16 00:00:00;Original Frankfurter grüne Soße;Condiments;1;10,4;13;2,6;364;364
1997-01-16 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;262;262
1997-01-16 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;312;312
1997-01-16 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;360;351
1997-01-16 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;19,2;18,699999999999999
1997-01-16 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;146;146
1997-01-17 00:00:00;Chang;Beverages;1;15,2;19;3,8;912;912
1997-01-17 00:00:00;Longlife Tofu;Produce;1;8;10;2;120;120
1997-01-17 00:00:00;Sirop d'érable;Condiments;1;22,8;28,5;5,7;364,8;364,80000000000001
1997-01-17 00:00:00;Zaanse koeken;Confections;1;7,6;9,5;1,9;418;418
1997-01-20 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;1632;1629
1997-01-20 00:00:00;Gudbrandsdalsost;Dairy Products;1;28,8;36;7,2;576;575
1997-01-21 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;747;747
1997-01-21 00:00:00;Konbu;Seafood;1;4,8;6;1,2;9,6;9,4000000000000004
1997-01-21 00:00:00;Mishi Kobe Niku;Meat/Poultry;1;77,6;97;19,4;1552;1550
1997-01-21 00:00:00;Original Frankfurter grüne Soße;Condiments;1;10,4;13;2,6;104;102,5
1997-01-21 00:00:00;Outback Lager;Beverages;1;12;15;3;96;95,200000000000003
1997-01-21 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;393;390,75
1997-01-21 00:00:00;Röd Kaviar;Seafood;1;12;15;3;240;238
1997-01-21 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;29,2;28,600000000000001
1997-01-22 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;49,8;49,799999999999997
1997-01-23 00:00:00;Côte de Blaye;Beverages;1;210,8;263,5;52,7;10329,2;10319,4
1997-01-23 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;140;140
1997-01-23 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;880;880
1997-01-23 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;300;294
1997-01-23 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;864;852
1997-01-24 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;288;283
1997-01-24 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;192;189,5
1997-01-27 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;152;152
1997-01-27 00:00:00;Tofu;Produce;1;18,6;23,25;4,65;651;651
1997-01-27 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;186,2;186,19999999999999
1997-01-28 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;192;192
1997-01-29 00:00:00;Valkoinen suklaa;Confections;1;13;16,25;3,25;520;520
1997-01-29 00:00:00;Vegie-spread;Condiments;1;35,1;43,9;8,8;1228,5;1219,75
1997-01-30 00:00:00;Alice Mutton;Meat/Poultry;2;62,4;78;15,6;2964;2942,5
1997-01-30 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;735;722,5
1997-01-30 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;912;912
1997-01-30 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;3080;3066
1997-01-30 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;400;400
1997-01-30 00:00:00;Zaanse koeken;Confections;1;7,6;9,5;1,9;228;220,5
1997-01-31 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;249;249
1997-01-31 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;236;236
1997-02-03 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;851,2;851,20000000000005
1997-02-03 00:00:00;Lakkalikööri;Beverages;1;14,4;18;3,6;259,2;256,5
1997-02-03 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;100,8;100,8
1997-02-04 00:00:00;Chang;Beverages;1;15,2;19;3,8;152;152
1997-02-04 00:00:00;Gustaf's Knäckebröd;Grains/Cereals;1;16,8;21;4,2;201,6;201,59999999999999
1997-02-04 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;278;278
1997-02-05 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;1216;1212
1997-02-05 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;393;393
1997-02-05 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;148,8;146,40000000000001
1997-02-05 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;48;48
1997-02-05 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;798;795
1997-02-06 00:00:00;Ravioli Angelo;Grains/Cereals;1;15,6;19,5;3,9;234;231
1997-02-06 00:00:00;Sasquatch Ale;Beverages;1;11,2;14;2,8;224;220
1997-02-06 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;109,5;106,5
1997-02-07 00:00:00;Longlife Tofu;Produce;1;8;10;2;240;240
1997-02-07 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;222,4;222,40000000000001
1997-02-07 00:00:00;Queso Manchego La Pastora;Dairy Products;1;30,4;38;7,6;456;456
1997-02-07 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;159,6;159,59999999999999
1997-02-10 00:00:00;Chang;Beverages;1;15,2;19;3,8;684;677,25
1997-02-10 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;681,1;673,75
1997-02-10 00:00:00;Schoggi Schokolade;Confections;1;35,1;43,9;8,8;1755;1755
1997-02-10 00:00:00;Sirop d'érable;Condiments;1;22,8;28,5;5,7;2052;2038,5
1997-02-10 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;2376;2372,4000000000001
1997-02-11 00:00:00;Louisiana Hot Spiced Okra;Condiments;1;13,6;17;3,4;816;816
1997-02-11 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;504;504
1997-02-11 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;472;472
1997-02-12 00:00:00;Alice Mutton;Meat/Poultry;1;31,2;39;7,8;312;312
1997-02-12 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;373,5;373,5
1997-02-12 00:00:00;Jack's New England Clam Chowder;Seafood;1;7,7;9,65;1,95;231;231
1997-02-12 00:00:00;Queso Cabrales;Dairy Products;1;16,8;21;4,2;100,8;99,599999999999994
1997-02-12 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;436,8;436,80000000000001
1997-02-12 00:00:00;Steeleye Stout;Beverages;1;14,4;18;3,6;115,2;115,2
1997-02-13 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;86,4;86,400000000000006
1997-02-13 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;88,5;88,5
1997-02-14 00:00:00;Filo Mix;Grains/Cereals;1;5,6;7;1,4;84;82,5
1997-02-14 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;34,4;34,399999999999999
1997-02-14 00:00:00;Gorgonzola Telino;Dairy Products;1;10;12,5;2,5;30;29,699999999999999
1997-02-14 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;72;70
1997-02-14 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;588;588
1997-02-14 00:00:00;Teatime Chocolate Biscuits;Confections;2;14,6;18,4;3,8;379,6;378,39999999999998
1997-02-17 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;294;294
1997-02-17 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;149,4;149,40000000000001
1997-02-18 00:00:00;Filo Mix;Grains/Cereals;1;5,6;7;1,4;112;112
1997-02-18 00:00:00;Ikura;Seafood;1;24,8;31;6,2;347,2;347,19999999999999
1997-02-18 00:00:00;Tarte au sucre;Confections;1;39,4;49,3;9,9;1379;1379
1997-02-19 00:00:00;Ikura;Seafood;1;24,8;31;6,2;496;492
1997-02-19 00:00:00;Louisiana Fiery Hot Pepper Sauce;Condiments;1;16,8;21,05;4,25;470,4;467,60000000000002
1997-02-19 00:00:00;Original Frankfurter grüne Soße;Condiments;1;10,4;13;2,6;572;566,5
1997-02-19 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;2304;2292
1997-02-19 00:00:00;Tourtière;Meat/Poultry;1;5,9;7,45;1,55;35,4;34,200000000000003
1997-02-19 00:00:00;Wimmers gute Semmelknödel;Grains/Cereals;1;26,6;33,25;6,65;931;927,5
1997-02-20 00:00:00;Gula Malacca;Condiments;1;15,5;19,45;3,95;1550;1545
1997-02-20 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;546;546
1997-02-21 00:00:00;Chocolade;Confections;1;10,2;12,75;2,55;153;151,5
1997-02-21 00:00:00;Geitost;Dairy Products;1;2;2,5;0,5;40;36
1997-02-21 00:00:00;Outback Lager;Beverages;1;12;15;3;300;297,5
1997-02-21 00:00:00;Pavlova;Confections;1;13,9;17,45;3,55;278;274
1997-02-21 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;96;94
1997-02-24 00:00:00;Chartreuse verte;Beverages;1;14,4;18;3,6;288;288
1997-02-24 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;516;516
1997-02-24 00:00:00;Perth Pasties;Meat/Poultry;1;26,2;32,8;6,6;1310;1310
1997-02-24 00:00:00;Sirop d'érable;Condiments;1;22,8;28,5;5,7;570;570
1997-02-25 00:00:00;Maxilaku;Confections;1;16;20;4;336;332,85000000000002
1997-02-25 00:00:00;Raclette Courdavault;Dairy Products;1;44;55;11;1584;1584
1997-02-25 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;320;314
1997-02-26 00:00:00;Flotemysost;Dairy Products;1;17,2;21,5;4,3;860;860
1997-02-26 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;456;456
1997-02-26 00:00:00;Gumbär Gummibärchen;Confections;1;24,9;31,23;6,33;747;747
1997-02-26 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;736;736
1997-02-26 00:00:00;Rössle Sauerkraut;Produce;1;36,4;45,6;9,2;1092;1092
1997-02-27 00:00:00;Mozzarella di Giovanni;Dairy Products;1;27,8;34,8;7;1112;1112
1997-02-27 00:00:00;Spegesild;Seafood;1;9,6;12;2,4;192;191
1997-02-27 00:00:00;Uncle Bob's Organic Dried Pears;Produce;1;24;30;6;384;383,19999999999999
1997-02-28 00:00:00;Nord-Ost Matjeshering;Seafood;1;20,7;25,89;5,19;579,6;572,60000000000002
1997-02-28 00:00:00;Pâté chinois;Meat/Poultry;1;19,2;24;4,8;1152;1137
1997-02-28 00:00:00;Rhönbräu Klosterbier;Beverages;1;6,2;7,75;1,55;24,8;23,800000000000001
1997-02-28 00:00:00;Scottish Longbreads;Confections;1;10;12,5;2,5;210;204,75
1997-02-28 00:00:00;Sir Rodney's Scones;Confections;1;8;10;2;320;310
1997-03-03 00:00:00;Konbu;Seafood;1;4,8;6;1,2;4,8;4,7999999999999998
1997-03-03 00:00:00;Tunnbröd;Grains/Cereals;1;7,2;9;1,8;151,2;151,19999999999999
1997-03-04 00:00:00;Camembert Pierrot;Dairy Products;1;27,2;34;6,8;544;544
1997-03-04 00:00:00;Chef Anton's Cajun Seasoning;Condiments;1;17,6;22;4,4;281,6;278,39999999999998
1997-03-04 00:00:00;Gnocchi di nonna Alice;Grains/Cereals;1;30,4;38;7,6;912;906
1997-03-04 00:00:00;Ipoh Coffee;Beverages;1;36,8;46;9,2;110,4;110,40000000000001
1997-03-04 00:00:00;Singaporean Hokkien Fried Mee;Grains/Cereals;1;11,2;14;2,8;560;560
1997-03-04 00:00:00;Teatime Chocolate Biscuits;Confections;1;7,3;9,2;1,9;153,3;153,30000000000001
1997-03-05 00:00:00;Boston Crab Meat;Seafood;1;14,7;18,4;3,7;294;294
1997-03-05 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;90;90
1997-03-05 00:00:00;Rogede sild;Seafood;1;7,6;9,5;1,9;228;225
1997-03-05 00:00:00;Thüringer Rostbratwurst;Meat/Poultry;1;99;123,79;24,79;1782;1780,2
1997-03-05 00:00:00;Valkoinen suklaa;Confections;1;13;16,25;3,25;325;325
1997-03-06 00:00:00;Guaraná Fantástica;Beverages;1;3,6;4,5;0,9;100,8;100,8
1997-03-06 00:00:00;NuNuCa Nuß-Nougat-Creme;Confections;1;11,2;14;2,8;134,4;134,40000000000001
